"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus569",0.0787417610812848,"positive",4,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus264",0.037321185251058,"positive",5,"Bacteroidetes","Prevotella_9","Prevotella"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus1228",-0.218067322839068,"negative",1,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus1234",-0.212792195701028,"negative",2,"Proteobacteria","Mannheimia","Mannheimia"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus1063",-0.206473672015273,"negative",3,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus650",-0.20535765868953,"negative",4,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus683",-0.199256682105605,"negative",5,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus603",-0.188831585870524,"negative",6,"Firmicutes","Johnsonella","Johnsonella"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus261",-0.171340668006278,"negative",7,"Bacteroidetes","Prevotella_2","Prevotella"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus318",-0.162970294439424,"negative",8,"Bacteroidetes","Bergeyella","Bergeyella"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus52",-0.150326248074408,"negative",9,"Actinobacteria","Corynebacterium","Corynebacterium"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus644",-0.140713984072679,"negative",10,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus256",-0.132420105648851,"negative",11,"Bacteroidetes","Alloprevotella","Alloprevotella"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus499",-0.114286219487185,"negative",12,"Firmicutes","Abiotrophia","Abiotrophia"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus1314",-0.0833329936020907,"negative",13,"Tenericutes","Acholeplasma","Acholeplasma"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus609",-0.0617103775508619,"negative",14,"Firmicutes","Lachnospiraceae_AC2044_group","Lachnospiraceae"
"demoWAS","clr","EDUCATION_AA","Edu: AA/some college (DMDEDUC2=4)","RSV_genus249",-0.0462414313268386,"negative",15,"Bacteroidetes","Odoribacter","Odoribacter"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1063",0.489571500427463,"positive",1,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1234",0.475602411325851,"positive",2,"Proteobacteria","Mannheimia","Mannheimia"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1161",0.443697653596539,"positive",3,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus591",0.301233650917242,"positive",4,"Firmicutes","Butyrivibrio_2","Butyrivibrio"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1233",0.298121647120354,"positive",5,"Proteobacteria","Haemophilus","Haemophilus"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1061",0.264214468781189,"positive",6,"Proteobacteria","Kingella","Kingella"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus319",0.25462843128766,"positive",7,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus736",0.234425762872252,"positive",8,"Firmicutes","Selenomonas_3","Selenomonas"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus746",0.231884306827917,"positive",9,"Fusobacteria","Leptotrichia","Leptotrichia"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus627",0.207133263327341,"positive",10,"Firmicutes","Oribacterium","Oribacterium"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1054",0.172357097277018,"positive",11,"Proteobacteria","Alysiella","Alysiella"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus52",0.166455648674103,"positive",12,"Actinobacteria","Corynebacterium","Corynebacterium"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1285",0.0516263934659719,"positive",13,"Proteobacteria","Xanthomonas","Xanthomonas"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus991",0.0375535656800148,"positive",14,"Proteobacteria","Burkholderia","Burkholderia"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1079",0.0278878855739918,"positive",15,"Proteobacteria","Propionivibrio","Propionivibrio"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus519",-0.802646285772719,"negative",1,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus646",-0.676689728693199,"negative",2,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1307",-0.617314221155068,"negative",3,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus579",-0.56068179111433,"negative",4,"Firmicutes","Incertae_Sedis",NA
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus45",-0.560482544050841,"negative",5,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1322",-0.557876275751267,"negative",6,"Tenericutes","Mycoplasma","Mycoplasma"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus1309",-0.536635481494616,"negative",7,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus750",-0.470352157012332,"negative",8,"Fusobacteria","Streptobacillus","Streptobacillus"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus51",-0.436683008649377,"negative",9,"Actinobacteria","Scardovia","Scardovia"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus698",-0.393596052852957,"negative",10,"Firmicutes","Bulleidia","Bulleidia"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus726",-0.387975175419899,"negative",11,"Firmicutes","Anaeroglobus","Anaeroglobus"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus555",-0.38066454166293,"negative",12,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus233",-0.364824486517821,"negative",13,"Bacteroidetes","Phocaeicola","Phocaeicola"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus560",-0.335894142552931,"negative",14,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"demoWAS","clr","EDUCATION_COLLEGEGRAD","Edu: college grad./above (DMDEDUC2=5)","RSV_genus630",-0.333308197000438,"negative",15,"Firmicutes","Shuttleworthia","Shuttleworthia"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus646",1.33247272686213,"positive",1,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus644",1.08018225763162,"positive",2,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus1229",1.00817048551365,"positive",3,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus1228",0.945076754065211,"positive",4,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus650",0.941885002104188,"positive",5,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus1307",0.939252724781648,"positive",6,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus555",0.856837780408804,"positive",7,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus579",0.819844514650287,"positive",8,"Firmicutes","Incertae_Sedis",NA
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus603",0.677337728092991,"positive",9,"Firmicutes","Johnsonella","Johnsonella"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus253",0.651683455087343,"positive",10,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus750",0.630367306255686,"positive",11,"Fusobacteria","Streptobacillus","Streptobacillus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus261",0.615625936645278,"positive",12,"Bacteroidetes","Prevotella_2","Prevotella"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus649",0.608383054487499,"positive",13,"Firmicutes","Peptoclostridium","Peptoclostridium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus1309",0.605935871622363,"positive",14,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus583",0.578592587930148,"positive",15,"Firmicutes","Eubacterium","Eubacterium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus519",-0.581524925612089,"negative",1,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus45",-0.451865394922062,"negative",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus193",-0.329950189616482,"negative",3,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus44",-0.297693048846002,"negative",4,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus262",-0.277857897786527,"negative",5,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus731",-0.238871097099573,"negative",6,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus569",-0.216598450923209,"negative",7,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus135",-0.205842105834691,"negative",8,"Actinobacteria","Rothia","Rothia"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus196",-0.165143820512977,"negative",9,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus685",-0.138314769152372,"negative",10,"Firmicutes","Ruminococcus_2","Ruminococcus"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus673",-0.124724181468377,"negative",11,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus47",-0.105619832642328,"negative",12,"Actinobacteria","Metascardovia","Metascardovia"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus535",-0.0917613355098231,"negative",13,"Firmicutes","Christensenellaceae_R-7_group","Christensenellaceae"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus722",-0.0848870312099881,"negative",14,"Firmicutes","Phascolarctobacterium","Phascolarctobacterium"
"demoWAS","clr","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus1096",-0.0788034798280261,"negative",15,"Proteobacteria","Bilophila","Bilophila"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1228",1.05289773646336,"positive",1,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus646",0.916634754888463,"positive",2,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1229",0.81888670342746,"positive",3,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus644",0.693543235743539,"positive",4,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus650",0.685378186941921,"positive",5,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1307",0.644171238829498,"positive",6,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus555",0.511373965444762,"positive",7,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus253",0.501351587172442,"positive",8,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus579",0.423610208886636,"positive",9,"Firmicutes","Incertae_Sedis",NA
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1233",0.41357950367244,"positive",10,"Proteobacteria","Haemophilus","Haemophilus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus993",0.409110488111992,"positive",11,"Proteobacteria","Lautropia","Lautropia"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1309",0.403527321059944,"positive",12,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus750",0.38276797130615,"positive",13,"Fusobacteria","Streptobacillus","Streptobacillus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus255",0.366629038956267,"positive",14,"Bacteroidetes","Tannerella","Tannerella"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1063",0.365026132853703,"positive",15,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus519",-0.430627888030157,"negative",1,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus45",-0.316624262600124,"negative",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus44",-0.307494706455095,"negative",3,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus262",-0.266583108555495,"negative",4,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus731",-0.233232194895991,"negative",5,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus736",-0.197265466795972,"negative",6,"Firmicutes","Selenomonas_3","Selenomonas"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus196",-0.169929119813288,"negative",7,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus569",-0.167908075632745,"negative",8,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus49",-0.149429054362051,"negative",9,"Actinobacteria","Parascardovia","Parascardovia"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus737",-0.128583340931955,"negative",10,"Firmicutes","Selenomonas_4","Selenomonas"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1198",-0.122757681872198,"negative",11,"Proteobacteria","Yersinia","Yersinia"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus605",-0.101580099283866,"negative",12,"Firmicutes","Lachnoclostridium","Lachnoclostridium"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus528",-0.0984894535295299,"negative",13,"Firmicutes","Lactococcus","Lactococcus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus561",-0.0975019154323225,"negative",14,"Firmicutes","Anaerococcus","Anaerococcus"
"demoWAS","clr","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus722",-0.080147891345837,"negative",15,"Firmicutes","Phascolarctobacterium","Phascolarctobacterium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1229",0.699261737756788,"positive",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1228",0.677624528720973,"positive",2,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1063",0.566266191257515,"positive",3,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus993",0.401959585464208,"positive",4,"Proteobacteria","Lautropia","Lautropia"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus261",0.38875098739592,"positive",5,"Bacteroidetes","Prevotella_2","Prevotella"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus646",0.325228753505797,"positive",6,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus319",0.324144656242594,"positive",7,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus253",0.320414699615997,"positive",8,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1161",0.307914087876528,"positive",9,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus650",0.290559889867954,"positive",10,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus318",0.276375636181154,"positive",11,"Bacteroidetes","Bergeyella","Bergeyella"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1307",0.268461481763291,"positive",12,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus603",0.262784494225687,"positive",13,"Firmicutes","Johnsonella","Johnsonella"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus649",0.256603480588104,"positive",14,"Firmicutes","Peptoclostridium","Peptoclostridium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus52",0.234080128088277,"positive",15,"Actinobacteria","Corynebacterium","Corynebacterium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus193",-0.567733821221063,"negative",1,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus44",-0.534935352771383,"negative",2,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus519",-0.47486820064799,"negative",3,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus45",-0.472540341364745,"negative",4,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus731",-0.447790410431906,"negative",5,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus262",-0.306976362456454,"negative",6,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus630",-0.272925664484073,"negative",7,"Firmicutes","Shuttleworthia","Shuttleworthia"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus49",-0.237890965839285,"negative",8,"Actinobacteria","Parascardovia","Parascardovia"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus196",-0.225566057852561,"negative",9,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus631",-0.217728758207423,"negative",10,"Firmicutes","Stomatobaculum","Stomatobaculum"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus740",-0.192288494124438,"negative",11,"Firmicutes","Veillonella","Veillonella"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus569",-0.147120371229474,"negative",12,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus673",-0.132408575519078,"negative",13,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus609",-0.123036409571953,"negative",14,"Firmicutes","Lachnospiraceae_AC2044_group","Lachnospiraceae"
"demoWAS","clr","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus685",-0.110873036148078,"negative",15,"Firmicutes","Ruminococcus_2","Ruminococcus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus519",0.72839858015495,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus646",0.711466951970054,"positive",2,"Firmicutes","Filifactor","Filifactor"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus726",0.643550679905364,"positive",3,"Firmicutes","Anaeroglobus","Anaeroglobus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1307",0.617810028406891,"positive",4,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1322",0.497703456031981,"positive",5,"Tenericutes","Mycoplasma","Mycoplasma"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1309",0.459363739482002,"positive",6,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus644",0.446246657827974,"positive",7,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus45",0.42579261853502,"positive",8,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus729",0.420450747149711,"positive",9,"Firmicutes","Dialister","Dialister"
"demoWAS","clr","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus698",0.407380691562749,"positive",10,"Firmicutes","Bulleidia","Bulleidia"
